figure_panel,phase,analysis,gene1,gene2,dataset,spearman_R,p_value,status,path
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,PRAD_Tumor,0.013,0.77,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__PRAD_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,PRAD_Tumor,0.24,7.7e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__PRAD_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,PRAD_Tumor,0.067,0.14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__PRAD_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,STAD_Tumor,0.015,0.76,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,STAD_Tumor,0.3,3.7e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,STAD_Tumor,0.53,4.899999999999999e-31,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,STAD_Tumor,0.099,0.046,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,STAD_Tumor,0.51,1.1000000000000002e-28,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,STAD_Tumor,0.2,5.6e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,STAD_Tumor,-0.033,0.5,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,STAD_Tumor,0.08,0.11,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,STAD_Tumor,0.23,2.7e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,STAD_Tumor,0.37,1.7e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,STAD_Tumor,0.54,4.1000000000000003e-32,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,STAD_Tumor,0.39,5.3e-16,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,STAD_Tumor,0.35,6.4e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,STAD_Tumor,0.19,0.00014,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,STAD_Tumor,0.23,2.5e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,STAD_Tumor,0.098,0.048,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,STAD_Tumor,0.39,4.1e-16,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,STAD_Tumor,0.07,0.16,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,STAD_Tumor,0.35,3e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,STAD_Tumor,0.21,2.4e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,STAD_Tumor,0.11,0.023,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,STAD_Tumor,0.36,4.5e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,STAD_Tumor,0.29,4.3e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,STAD_Tumor,0.2,3.5e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,STAD_Tumor,-0.22,8.2e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,STAD_Tumor,0.45,2.9e-21,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,STAD_Tumor,0.51,7.000000000000001e-29,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,STAD_Tumor,0.17,0.00059,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,STAD_Tumor,0.56,4.4999999999999996e-35,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,STAD_Tumor,-0.012,0.81,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,STAD_Tumor,0.046,0.35,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,STAD_Tumor,0.047,0.34,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__STAD_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,THCA_Tumor,0.42,4.4e-23,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,THCA_Tumor,0.03,0.49,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,THCA_Tumor,0.45,2.2e-26,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,THCA_Tumor,0.44,1.3e-25,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,THCA_Tumor,-0.099,0.025,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,THCA_Tumor,-0.096,0.03,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,THCA_Tumor,-0.03,0.5,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,THCA_Tumor,-0.065,0.14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,THCA_Tumor,0.66,4.3e-66,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,THCA_Tumor,0.4,6.3e-21,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,THCA_Tumor,0.63,1.7e-57,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,THCA_Tumor,0.63,4.6000000000000005e-58,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,THCA_Tumor,0.37,5.3e-18,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,THCA_Tumor,0.31,4.9e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,THCA_Tumor,0.48,1.4000000000000001e-30,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,THCA_Tumor,0.39,4.9e-20,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,THCA_Tumor,0.57,1.5e-44,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,THCA_Tumor,0.082,0.065,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,THCA_Tumor,0.54,1.6e-39,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,THCA_Tumor,0.62,2.4999999999999997e-55,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,THCA_Tumor,0.02,0.65,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,THCA_Tumor,0.02,0.65,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,THCA_Tumor,0.11,0.014,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,THCA_Tumor,0.1,0.022,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,THCA_Tumor,0.11,0.013,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,THCA_Tumor,0.15,0.00058,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,THCA_Tumor,0.28,2.4e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,THCA_Tumor,0.25,1.2e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,THCA_Tumor,0.057,0.2,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,THCA_Tumor,-0.12,0.0056,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,THCA_Tumor,0.072,0.1,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,THCA_Tumor,0.11,0.014,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__THCA_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,UCEC_Tumor,0.17,0.022,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,UCEC_Tumor,0.33,1.1e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,UCEC_Tumor,0.37,7.3e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,UCEC_Tumor,0.34,3.8e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,UCEC_Tumor,0.44,9.2e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,UCEC_Tumor,-0.31,4e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,UCEC_Tumor,0.17,0.024,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,UCEC_Tumor,0.15,0.045,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__UCEC_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,BRCA_Tumor,-0.15,6.1e-07,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,BRCA_Tumor,0.16,6e-08,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,BRCA_Tumor,0.058,0.058,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,BRCA_Tumor,0.11,0.00049,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,BRCA_Tumor,-0.055,0.07,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,BRCA_Tumor,0.065,0.031,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,BRCA_Tumor,0.19,6.7e-10,ok,gepia_results_phase5/5B__focused_within_heme__BRCA_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,COAD_Tumor,-0.24,4.2e-05,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,COAD_Tumor,0.0049,0.94,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,COAD_Tumor,-0.027,0.65,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,COAD_Tumor,0.31,1.4e-07,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,COAD_Tumor,-0.21,0.00042,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,COAD_Tumor,0.034,0.57,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,COAD_Tumor,0.044,0.47,ok,gepia_results_phase5/5B__focused_within_heme__COAD_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,HNSC_Tumor,-0.063,0.15,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,HNSC_Tumor,0.15,0.00066,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,HNSC_Tumor,0.21,1.5e-06,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,HNSC_Tumor,0.22,4.5e-07,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,HNSC_Tumor,0.069,0.12,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,HNSC_Tumor,0.1,0.021,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,HNSC_Tumor,0.37,4.5e-18,ok,gepia_results_phase5/5B__focused_within_heme__HNSC_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,KICH_Tumor,0.28,0.025,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,KICH_Tumor,0.51,1.3e-05,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,KICH_Tumor,0.021,0.87,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,KICH_Tumor,0.44,0.00021,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,KICH_Tumor,0.12,0.35,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,KICH_Tumor,0.55,1.9e-06,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,KICH_Tumor,0.37,0.0025,ok,gepia_results_phase5/5B__focused_within_heme__KICH_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,KIRC_Tumor,0.011,0.8,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,KIRC_Tumor,0.43,1.2999999999999998e-24,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,KIRC_Tumor,0.13,0.0022,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,KIRC_Tumor,0.44,1.6e-26,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,KIRC_Tumor,-0.12,0.0057,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,KIRC_Tumor,0.08,0.067,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,KIRC_Tumor,0.3,1.5e-12,ok,gepia_results_phase5/5B__focused_within_heme__KIRC_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,KIRP_Tumor,0.0043,0.94,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,KIRP_Tumor,0.37,1.4e-10,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,KIRP_Tumor,0.13,0.03,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,KIRP_Tumor,0.3,2.1e-07,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,KIRP_Tumor,-0.35,1.9e-09,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,KIRP_Tumor,0.11,0.059,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,KIRP_Tumor,0.28,9.8e-07,ok,gepia_results_phase5/5B__focused_within_heme__KIRP_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,LIHC_Tumor,-0.047,0.37,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__ALAD_vs_HMBS.pdf
