figure_panel,phase,analysis,gene1,gene2,dataset,spearman_R,p_value,status,path
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,BRCA_Tumor,-0.037,0.22,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,BRCA_Tumor,0.21,3.2e-12,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,BRCA_Tumor,0.29,3.6000000000000003e-22,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,BRCA_Tumor,0.4,6.3e-42,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,BRCA_Tumor,0.17,1.5e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,BRCA_Tumor,-0.2,5.6e-11,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,BRCA_Tumor,-0.12,3.7e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,BRCA_Tumor,-0.069,0.024,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,BRCA_Tumor,0.33,1.5000000000000002e-28,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,BRCA_Tumor,0.22,1.1e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,BRCA_Tumor,0.37,2.1000000000000002e-36,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,BRCA_Tumor,0.47,5.4e-60,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,BRCA_Tumor,-0.04,0.19,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,BRCA_Tumor,0.03,0.32,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,BRCA_Tumor,-0.012,0.69,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,BRCA_Tumor,0.031,0.3,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,BRCA_Tumor,0.3,3.3e-24,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,BRCA_Tumor,0.22,6.7e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,BRCA_Tumor,0.43,1.5e-50,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,BRCA_Tumor,0.42,5.9e-47,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,BRCA_Tumor,0.015,0.62,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,BRCA_Tumor,0.006,0.84,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,BRCA_Tumor,0.1,0.00072,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,BRCA_Tumor,-0.0085,0.78,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,BRCA_Tumor,-0.26,2.5e-18,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,BRCA_Tumor,0.12,9.2e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,BRCA_Tumor,0.18,2e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,BRCA_Tumor,0.13,2.3e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,BRCA_Tumor,0.23,3.2e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,BRCA_Tumor,-0.1,0.00068,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,BRCA_Tumor,-0.028,0.36,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,BRCA_Tumor,0.036,0.24,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__BRCA_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,COAD_Tumor,0.027,0.66,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,COAD_Tumor,0.14,0.024,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,COAD_Tumor,0.42,6.7e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,COAD_Tumor,0.19,0.0017,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,COAD_Tumor,0.25,2.1e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,COAD_Tumor,-0.033,0.58,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,COAD_Tumor,0.024,0.69,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,COAD_Tumor,0.11,0.066,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,COAD_Tumor,0.3,5.3e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,COAD_Tumor,0.19,0.0013,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,COAD_Tumor,0.43,4.7e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,COAD_Tumor,0.22,0.00021,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,COAD_Tumor,0.069,0.25,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,COAD_Tumor,0.063,0.3,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,COAD_Tumor,0.11,0.057,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,COAD_Tumor,-0.089,0.14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,COAD_Tumor,0.37,2.8e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,COAD_Tumor,0.13,0.026,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,COAD_Tumor,0.38,1.3e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,COAD_Tumor,0.31,2.4e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,COAD_Tumor,-0.051,0.4,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,COAD_Tumor,0.027,0.65,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,COAD_Tumor,0.038,0.53,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,COAD_Tumor,0.009,0.88,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,COAD_Tumor,-0.32,4.1e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,COAD_Tumor,0.3,5.6e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,COAD_Tumor,0.32,3.9e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,COAD_Tumor,0.17,0.0039,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,COAD_Tumor,0.51,1.1e-19,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,COAD_Tumor,-0.21,0.00038,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,COAD_Tumor,0.19,0.0014,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,COAD_Tumor,0.29,1.3e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__COAD_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,HNSC_Tumor,0.4,3.4e-21,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,HNSC_Tumor,0.22,7.2e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,HNSC_Tumor,0.49,4.4e-32,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,HNSC_Tumor,0.46,5.9e-29,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,HNSC_Tumor,0.093,0.035,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,HNSC_Tumor,0.16,0.00021,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,HNSC_Tumor,0.12,0.0062,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,HNSC_Tumor,0.071,0.1,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,HNSC_Tumor,0.48,5.399999999999999e-31,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,HNSC_Tumor,0.24,3.7e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,HNSC_Tumor,0.48,9.500000000000001e-32,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,HNSC_Tumor,0.41,7.700000000000001e-23,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,HNSC_Tumor,0.037,0.4,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,HNSC_Tumor,0.26,2.2e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,HNSC_Tumor,0.0086,0.85,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,HNSC_Tumor,0.046,0.3,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,HNSC_Tumor,0.49,1.9e-32,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,HNSC_Tumor,0.26,1.3e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,HNSC_Tumor,0.44,1.4e-26,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,HNSC_Tumor,0.55,3.3e-42,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,HNSC_Tumor,0.06,0.17,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,HNSC_Tumor,0.026,0.56,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,HNSC_Tumor,-0.14,0.001,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,HNSC_Tumor,-0.028,0.53,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,HNSC_Tumor,0.11,0.016,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,HNSC_Tumor,0.22,3.6e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,HNSC_Tumor,0.41,6.7e-23,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,HNSC_Tumor,0.21,1.2e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,HNSC_Tumor,0.21,7.9e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,HNSC_Tumor,0.33,1.4e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,HNSC_Tumor,0.28,1.3e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,HNSC_Tumor,0.2,5.7e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__HNSC_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,KICH_Tumor,0.54,2.8e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,KICH_Tumor,0.27,0.027,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,KICH_Tumor,0.54,2.7e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,KICH_Tumor,0.42,0.00038,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,KICH_Tumor,0.25,0.044,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,KICH_Tumor,0.013,0.92,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,KICH_Tumor,0.46,9e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,KICH_Tumor,0.04,0.75,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,KICH_Tumor,0.63,2.5e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,KICH_Tumor,0.28,0.022,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,KICH_Tumor,0.14,0.25,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,KICH_Tumor,0.46,9.3e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,KICH_Tumor,0.47,6.9e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,KICH_Tumor,0.36,0.003,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,KICH_Tumor,0.41,0.00081,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,KICH_Tumor,0.32,0.0086,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,KICH_Tumor,0.6,2.3e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_ALAD.pdf
