"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph1","chromatin_vs_heme","BRD2","UROS","HNSC_Normal",-0.19,"0.22","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","KICH_Normal",-0.33,"0.1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","KIRC_Normal",0.17,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","KIRP_Normal",0.28,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","LIHC_Normal",-0.001,"0.99","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","LUAD_Normal",-0.23,"0.078","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","LUSC_Normal",-0.34,"0.017","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","PAAD_Normal",-0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","PRAD_Normal",-0.081,"0.57","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","READ_Normal",0.27,"0.45","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","STAD_Normal",0.52,"0.0015","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","THCA_Normal",0.21,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","UCEC_Normal",-0.48,"0.097","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","BLCA_Normal",0.38,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","BRCA_Normal",0.15,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","CHOL_Normal",0.13,"0.74","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","COAD_Normal",0.26,"0.099","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","ESCA_Normal",0.21,"0.48","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","HNSC_Normal",0.56,"9.5e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","KICH_Normal",-0.38,"0.064","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","KIRC_Normal",-0.13,"0.26","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","KIRP_Normal",-0.18,"0.31","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","LIHC_Normal",0.36,"0.011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","LUAD_Normal",0.6,"4.2e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","LUSC_Normal",0.55,"3.8e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","PRAD_Normal",0.3,"0.031","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","READ_Normal",0.15,"0.68","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","STAD_Normal",0.53,"0.0012","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","THCA_Normal",0.45,"0.00031","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","THYM_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAD","UCEC_Normal",0.53,"0.067","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAD__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","BLCA_Normal",-0.25,"0.29","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","BRCA_Normal",-0.09,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","CESC_Normal",-1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","CHOL_Normal",0.72,"0.037","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","COAD_Normal",0.1,"0.52","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","ESCA_Normal",0.72,"0.0075","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","HNSC_Normal",0.42,"0.0051","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","KICH_Normal",0.28,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","KIRC_Normal",0.58,"1.6e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","KIRP_Normal",0.55,"0.0011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","LIHC_Normal",0.0015,"0.99","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","LUAD_Normal",0.015,"0.91","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","LUSC_Normal",0.5,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","PAAD_Normal",-0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","PRAD_Normal",0.28,"0.042","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","READ_Normal",0.59,"0.08","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","STAD_Normal",-0.17,"0.32","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","THCA_Normal",0.31,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","THYM_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","ALAS1","UCEC_Normal",0.24,"0.43","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_ALAS1__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","BLCA_Normal",-0.21,"0.39","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","BRCA_Normal",0.68,"3.2e-16","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","CHOL_Normal",0.18,"0.64","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","COAD_Normal",0.43,"0.0049","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","ESCA_Normal",0.69,"0.011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","HNSC_Normal",0.61,"1.5e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","KICH_Normal",0.31,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","KIRC_Normal",0.48,"2e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","KIRP_Normal",0.35,"0.048","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","LIHC_Normal",0.17,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","LUAD_Normal",0.42,"8e-04","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","LUSC_Normal",0.034,"0.82","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","PAAD_Normal",-0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","PCPG_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","PRAD_Normal",0.55,"2.7e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","READ_Normal",0.042,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","STAD_Normal",0.5,"0.0019","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","THCA_Normal",0.35,"0.0063","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","CPOX","UCEC_Normal",0.57,"0.045","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_CPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","BLCA_Normal",0.45,"0.056","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","BRCA_Normal",0.61,"8e-13","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","CHOL_Normal",0.28,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","COAD_Normal",-0.093,"0.56","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","ESCA_Normal",0.82,"0.0011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","HNSC_Normal",0.39,"0.01","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","KICH_Normal",0.063,"0.76","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","KIRC_Normal",0.28,"0.017","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","KIRP_Normal",0.27,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","LIHC_Normal",0.32,"0.024","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","LUAD_Normal",0.35,"0.0068","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","LUSC_Normal",0.25,"0.082","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","PCPG_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","PRAD_Normal",0.36,"0.0079","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","READ_Normal",-0.055,"0.89","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","STAD_Normal",0.74,"1.2e-06","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","THCA_Normal",0.44,"0.00043","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","FECH","UCEC_Normal",0.23,"0.45","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_FECH__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","BLCA_Normal",-0.33,"0.17","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","BRCA_Normal",0.29,"0.0018","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","CHOL_Normal",0.017,"0.98","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","COAD_Normal",0.07,"0.67","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","ESCA_Normal",0.7,"0.0096","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","HNSC_Normal",0.032,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","KICH_Normal",-0.24,"0.26","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","KIRC_Normal",0.34,"0.0034","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","KIRP_Normal",0.27,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","LIHC_Normal",0.24,"0.087","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","LUAD_Normal",-0.45,"0.00034","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__LUAD_Normal__spearman.pdf"
