"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph2","heme_consecutive","HMBS","UROS","MESO_Tumor",0.13,"0.21","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__MESO_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","OV_Tumor",0.23,"1.7e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__OV_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","PAAD_Tumor",0.3,"5.5e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__PAAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","PCPG_Tumor",0.46,"3.9e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__PCPG_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","PRAD_Tumor",0.31,"4.2e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__PRAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","READ_Tumor",0.47,"2.1e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__READ_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","SARC_Tumor",0.29,"1.6e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__SARC_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","SKCM_Tumor",0.099,"0.034","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__SKCM_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","STAD_Tumor",0.2,"4.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__STAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","TGCT_Tumor",0.1,"0.24","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__TGCT_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","THCA_Tumor",0.52,"3.4e-36","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__THCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","THYM_Tumor",0.45,"3.2e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__THYM_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","UCEC_Tumor",0.34,"4.1e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__UCEC_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","UCS_Tumor",-0.0076,"0.96","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__UCS_Tumor__spearman.pdf"
"ph2","heme_consecutive","HMBS","UROS","UVM_Tumor",0.67,"1.4e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__HMBS_vs_UROS__UVM_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","ACC_Tumor",0.24,"0.036","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__ACC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","BLCA_Tumor",-0.22,"6.8e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__BLCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","BRCA_Tumor",-0.055,"0.07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__BRCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","CESC_Tumor",-0.034,"0.55","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__CESC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","CHOL_Tumor",0.13,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__CHOL_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","COAD_Tumor",-0.21,"0.00042","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__COAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","DLBC_Tumor",0.15,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__DLBC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","ESCA_Tumor",0.25,"0.00061","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__ESCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","GBM_Tumor",0.16,"0.045","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__GBM_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","HNSC_Tumor",0.069,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","KICH_Tumor",0.12,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__KICH_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","KIRC_Tumor",-0.12,"0.0057","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__KIRC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","KIRP_Tumor",-0.35,"1.9e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__KIRP_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","LAML_Tumor",0.54,"1.3e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__LAML_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","LGG_Tumor",-0.062,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__LGG_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","LIHC_Tumor",-0.14,"0.0088","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__LIHC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","LUAD_Tumor",-0.059,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__LUAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","LUSC_Tumor",0.086,"0.058","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__LUSC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","MESO_Tumor",-0.04,"0.71","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__MESO_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","OV_Tumor",0.1,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__OV_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","PAAD_Tumor",-0.28,"0.00011","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__PAAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","PCPG_Tumor",-0.21,"0.0052","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__PCPG_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","PRAD_Tumor",-0.25,"2.4e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__PRAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","READ_Tumor",-0.24,"0.02","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__READ_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","SARC_Tumor",0.14,"0.024","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__SARC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","SKCM_Tumor",0.11,"0.02","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__SKCM_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","STAD_Tumor",-0.01,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__STAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","TGCT_Tumor",-0.095,"0.27","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__TGCT_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","THCA_Tumor",-0.11,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__THCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","THYM_Tumor",-0.46,"1.6e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__THYM_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","UCEC_Tumor",-0.14,"0.068","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__UCEC_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","UCS_Tumor",0.048,"0.72","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__UCS_Tumor__spearman.pdf"
"ph2","heme_consecutive","PPOX","FECH","UVM_Tumor",0.39,"0.00033","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__PPOX_vs_FECH__UVM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","ACC_Tumor",0.27,"0.019","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__ACC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","BLCA_Tumor",0.18,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__BLCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","BRCA_Tumor",0.065,"0.031","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__BRCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","CESC_Tumor",0.08,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__CESC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","CHOL_Tumor",-0.26,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__CHOL_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","COAD_Tumor",0.034,"0.57","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__COAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","DLBC_Tumor",-0.35,"0.018","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__DLBC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","ESCA_Tumor",0.22,"0.0024","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__ESCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","GBM_Tumor",-0.18,"0.019","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__GBM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","HNSC_Tumor",0.1,"0.021","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__HNSC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","KICH_Tumor",0.55,"1.9e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__KICH_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","KIRC_Tumor",0.08,"0.067","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__KIRC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","KIRP_Tumor",0.11,"0.059","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__KIRP_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","LAML_Tumor",0.59,"1.5e-17","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__LAML_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","LGG_Tumor",0.035,"0.42","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__LGG_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","LIHC_Tumor",0.14,"0.0059","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__LIHC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","LUAD_Tumor",0.056,"0.22","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__LUAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","LUSC_Tumor",0.08,"0.079","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__LUSC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","MESO_Tumor",0.08,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__MESO_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","OV_Tumor",0.33,"3.4e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__OV_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","PAAD_Tumor",0.25,"0.00069","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__PAAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","PCPG_Tumor",0.23,"0.0018","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__PCPG_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","PRAD_Tumor",-0.071,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__PRAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","READ_Tumor",0.12,"0.24","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__READ_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","SARC_Tumor",0.066,"0.29","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__SARC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","SKCM_Tumor",0.21,"3.4e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__SKCM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","STAD_Tumor",0.1,"0.034","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__STAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","TGCT_Tumor",0.19,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__TGCT_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","THCA_Tumor",0.22,"6.3e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__THCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","THYM_Tumor",0.051,"0.58","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__THYM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","UCEC_Tumor",0.12,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__UCEC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","UCS_Tumor",0.03,"0.82","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__UCS_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROD","CPOX","UVM_Tumor",0.27,"0.018","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROD_vs_CPOX__UVM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","ACC_Tumor",0.0065,"0.96","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__ACC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","BLCA_Tumor",0.41,"1e-17","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__BLCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","BRCA_Tumor",0.19,"6.7e-10","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__BRCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","CESC_Tumor",0.2,"0.00053","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__CESC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","CHOL_Tumor",0.14,"0.4","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__CHOL_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","COAD_Tumor",0.044,"0.47","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__COAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","DLBC_Tumor",0.35,"0.015","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__DLBC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","ESCA_Tumor",0.1,"0.17","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__ESCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","GBM_Tumor",0.072,"0.36","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__GBM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","HNSC_Tumor",0.37,"4.5e-18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","KICH_Tumor",0.37,"0.0025","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__KICH_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","KIRC_Tumor",0.3,"1.5e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__KIRC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","KIRP_Tumor",0.28,"9.8e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__KIRP_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","LAML_Tumor",0.66,"1.1e-22","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__LAML_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","LGG_Tumor",-0.31,"3.1e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__LGG_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","LIHC_Tumor",-5e-04,"0.99","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__LIHC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","LUAD_Tumor",0.16,"0.00051","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__LUAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","LUSC_Tumor",0.039,"0.39","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__LUSC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","MESO_Tumor",0.17,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__MESO_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","OV_Tumor",0.21,"1.4e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__OV_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","PAAD_Tumor",0.42,"5.4e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__PAAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","PCPG_Tumor",-0.094,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__PCPG_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","PRAD_Tumor",0.27,"1.5e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__PRAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","READ_Tumor",0.23,"0.029","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__READ_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","SARC_Tumor",-0.048,"0.44","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__SARC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","SKCM_Tumor",0.23,"3.9e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__SKCM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","STAD_Tumor",0.3,"1.1e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__STAD_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","TGCT_Tumor",0.15,"0.088","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__TGCT_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","THCA_Tumor",0.64,"3.3e-61","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__THCA_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","THYM_Tumor",0.28,"0.0021●","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__THYM_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","UCEC_Tumor",0.3,"4.9e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__UCEC_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","UCS_Tumor",0.066,"0.62","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__UCS_Tumor__spearman.pdf"
"ph2","heme_consecutive","UROS","UROD","UVM_Tumor",0.41,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_consecutive__UROS_vs_UROD__UVM_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","ACC_Tumor",0.4,"0.00032","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__ACC_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","BLCA_Tumor",-0.038,"0.45","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__BLCA_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","BRCA_Tumor",0.21,"6.9e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__BRCA_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","CESC_Tumor",0.14,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__CESC_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","CHOL_Tumor",-0.036,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__CHOL_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","COAD_Tumor",0.35,"2e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__COAD_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","DLBC_Tumor",0.43,"0.0028","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__DLBC_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","ESCA_Tumor",-0.037,"0.62","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__ESCA_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","GBM_Tumor",0.29,"0.00022","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__GBM_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","HNSC_Tumor",0.35,"1.5e-16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","KICH_Tumor",0.56,"1.1e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__KICH_Tumor__spearman.pdf"
"ph2","heme_nonconsecutive","ALAS1","FECH","KIRC_Tumor",0.43,"3.7e-25","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__heme_nonconsecutive__ALAS1_vs_FECH__KIRC_Tumor__spearman.pdf"
