"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph2","chromatin_vs_heme","BRD2","ALAD","LUAD_Tumor",0.36,"2.8e-16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","LUSC_Tumor",0.32,"3e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","MESO_Tumor",0.27,"0.011","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","OV_Tumor",0.52,"5.2e-31","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","PAAD_Tumor",0.39,"9.8e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","PCPG_Tumor",0.47,"3.6e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","PRAD_Tumor",0.23,"1.9e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","READ_Tumor",0.2,"0.057","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","SARC_Tumor",0.4,"1.6e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","SKCM_Tumor",0.33,"5.4e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","STAD_Tumor",0.23,"2.7e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","TGCT_Tumor",0.63,"1.6e-16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","THCA_Tumor",0.66,"4.3e-66","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","THYM_Tumor",0.65,"0","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","UCEC_Tumor",0.55,"5.8e-15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","UCS_Tumor",0.24,"0.078","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAD","UVM_Tumor",0.53,"6.6e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAD__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","ACC_Tumor",0.36,"0.0015","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","BLCA_Tumor",0.088,"0.077","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","BRCA_Tumor",0.22,"1.1e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","CESC_Tumor",0.2,"0.00034","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","CHOL_Tumor",-0.099,"0.57","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","COAD_Tumor",0.19,"0.0013","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","DLBC_Tumor",0.27,"0.066","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","ESCA_Tumor",0.19,"0.0084","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","GBM_Tumor",0.51,"5.1e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","HNSC_Tumor",0.24,"3.7e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","KICH_Tumor",0.28,"0.022","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","KIRC_Tumor",0.28,"1.3e-10","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","KIRP_Tumor",0.23,"6.7e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","LAML_Tumor",0.17,"0.029","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","LGG_Tumor",0.062,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","LIHC_Tumor",0.018,"0.72","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","LUAD_Tumor",0.27,"1.2e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","LUSC_Tumor",0.24,"6.2e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","MESO_Tumor",0.037,"0.73","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","OV_Tumor",0.3,"4.4e-10","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","PAAD_Tumor",0.14,"0.058","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","PCPG_Tumor",0.17,"0.018","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","PRAD_Tumor",0.32,"2.5e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","READ_Tumor",0.15,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","SARC_Tumor",0.098,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","SKCM_Tumor",0.0081,"0.86","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","STAD_Tumor",0.37,"1.7e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","TGCT_Tumor",0.31,"0.00023","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","THCA_Tumor",0.4,"6.3e-21","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","THYM_Tumor",0.43,"1.2e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","UCEC_Tumor",0.26,"0.00043","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","UCS_Tumor",0.00097,"0.99","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","ALAS1","UVM_Tumor",0.5,"2.3e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","ACC_Tumor",0.45,"4.4e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","BLCA_Tumor",0.45,"9.2e-22","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","BRCA_Tumor",0.37,"2.1e-36","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","CESC_Tumor",0.37,"3.9e-11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","CHOL_Tumor",0.19,"0.28","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","COAD_Tumor",0.43,"4.7e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","DLBC_Tumor",0.83,"3.3e-13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","ESCA_Tumor",0.43,"2.1e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","GBM_Tumor",0.46,"1e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","HNSC_Tumor",0.48,"9.5e-32","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","KICH_Tumor",0.14,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","KIRC_Tumor",0.33,"8e-15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","KIRP_Tumor",0.6,"6.3e-29","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","LAML_Tumor",0.046,"0.54","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","LGG_Tumor",0.16,"0.00016","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","LIHC_Tumor",0.48,"4.6e-23","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","LUAD_Tumor",0.35,"1e-15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","LUSC_Tumor",0.23,"4.2e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","MESO_Tumor",0.21,"0.052","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","OV_Tumor",0.5,"2.5e-28","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","PAAD_Tumor",0.37,"4.3e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","PCPG_Tumor",0.49,"1.8e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","PRAD_Tumor",0.56,"2.3e-41","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","READ_Tumor",0.42,"3e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","SARC_Tumor",0.44,"6.2e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","SKCM_Tumor",0.32,"3.4e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","STAD_Tumor",0.54,"4.1e-32","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","TGCT_Tumor",0.54,"6.2e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","THCA_Tumor",0.63,"1.7e-57","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","THYM_Tumor",0.69,"6.7e-18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","UCEC_Tumor",0.54,"2.1e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","UCS_Tumor",0.47,"0.00027","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","CPOX","UVM_Tumor",0.62,"9.3e-10","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_CPOX__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","ACC_Tumor",0.47,"1.4e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","BLCA_Tumor",0.5,"6.5e-27","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","BRCA_Tumor",0.47,"5.4e-60","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","CESC_Tumor",0.42,"1.3e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","CHOL_Tumor",0.41,"0.014","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","COAD_Tumor",0.22,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","DLBC_Tumor",0.77,"2.3e-10","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","ESCA_Tumor",0.43,"1.9e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","GBM_Tumor",0.4,"8.9e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","HNSC_Tumor",0.41,"7.7e-23","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","KICH_Tumor",0.46,"9.3e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","KIRC_Tumor",0.45,"9.8e-28","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","KIRP_Tumor",0.33,"1.5e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","LAML_Tumor",0.15,"0.057","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","LGG_Tumor",0.22,"7.1e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","LIHC_Tumor",0.39,"4e-15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","LUAD_Tumor",0.38,"4.8e-18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","LUSC_Tumor",0.26,"5.1e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","MESO_Tumor",0.45,"1.5e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","OV_Tumor",0.54,"6.2e-33","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","PAAD_Tumor",0.38,"2.1e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","PCPG_Tumor",0.61,"4.3e-20","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","PRAD_Tumor",0.31,"3.2e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","READ_Tumor",0.34,"0.00098","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","SARC_Tumor",0.51,"1.2e-18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","SKCM_Tumor",0.39,"1.5e-18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","STAD_Tumor",0.39,"5.3e-16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","TGCT_Tumor",0.62,"3.4e-16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","THCA_Tumor",0.63,"4.6e-58","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","THYM_Tumor",0.74,"2.2e-21","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","UCEC_Tumor",0.57,"2.9e-16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","UCS_Tumor",0.29,"0.03","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","FECH","UVM_Tumor",0.58,"2.1e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_FECH__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD2","HMBS","ACC_Tumor",0.56,"1.5e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD2_vs_HMBS__ACC_Tumor__spearman.pdf"
